Élément statistique;1er niveau de détail;Temps;Unité de mesure;Valeur numérique;Note
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);janv-17;M$ enchaînés de 2012;511.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);févr-17;M$ enchaînés de 2012;536.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mars-17;M$ enchaînés de 2012;515.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);avr-17;M$ enchaînés de 2012;541.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mai-17;M$ enchaînés de 2012;512.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juin-17;M$ enchaînés de 2012;567;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juil-17;M$ enchaînés de 2012;554;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);août-17;M$ enchaînés de 2012;555.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);sept-17;M$ enchaînés de 2012;519.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);oct-17;M$ enchaînés de 2012;561.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);nov-17;M$ enchaînés de 2012;587.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);déc-17;M$ enchaînés de 2012;560.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);janv-18;M$ enchaînés de 2012;549.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);févr-18;M$ enchaînés de 2012;511.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mars-18;M$ enchaînés de 2012;627.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);avr-18;M$ enchaînés de 2012;617.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mai-18;M$ enchaînés de 2012;664.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juin-18;M$ enchaînés de 2012;596;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juil-18;M$ enchaînés de 2012;532.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);août-18;M$ enchaînés de 2012;546.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);sept-18;M$ enchaînés de 2012;523.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);oct-18;M$ enchaînés de 2012;570.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);nov-18;M$ enchaînés de 2012;517.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);déc-18;M$ enchaînés de 2012;598.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);janv-19;M$ enchaînés de 2012;605.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);févr-19;M$ enchaînés de 2012;589;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mars-19;M$ enchaînés de 2012;552;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);avr-19;M$ enchaînés de 2012;565.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mai-19;M$ enchaînés de 2012;586.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juin-19;M$ enchaînés de 2012;583.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juil-19;M$ enchaînés de 2012;556.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);août-19;M$ enchaînés de 2012;533;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);sept-19;M$ enchaînés de 2012;557.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);oct-19;M$ enchaînés de 2012;514.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);nov-19;M$ enchaînés de 2012;495.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);déc-19;M$ enchaînés de 2012;556;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);janv-20;M$ enchaînés de 2012;508.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);févr-20;M$ enchaînés de 2012;574.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mars-20;M$ enchaînés de 2012;543.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);avr-20;M$ enchaînés de 2012;394;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mai-20;M$ enchaînés de 2012;518.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juin-20;M$ enchaînés de 2012;556.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juil-20;M$ enchaînés de 2012;634.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);août-20;M$ enchaînés de 2012;626.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);sept-20;M$ enchaînés de 2012;608.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);oct-20;M$ enchaînés de 2012;576.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);nov-20;M$ enchaînés de 2012;601;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);déc-20;M$ enchaînés de 2012;569.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);janv-21;M$ enchaînés de 2012;533.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);févr-21;M$ enchaînés de 2012;541.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mars-21;M$ enchaînés de 2012;497.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);avr-21;M$ enchaînés de 2012;516.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);mai-21;M$ enchaînés de 2012;572;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juin-21;M$ enchaînés de 2012;539.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);juil-21;M$ enchaînés de 2012;571.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);août-21;M$ enchaînés de 2012;579.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);sept-21;M$ enchaînés de 2012;543.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);oct-21;M$ enchaînés de 2012;526.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Usines de textiles et de produits textiles (313-314);nov-21;M$ enchaînés de 2012;543.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);janv-17;M$ enchaînés de 2012;551.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);févr-17;M$ enchaînés de 2012;585.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);mars-17;M$ enchaînés de 2012;590.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);avr-17;M$ enchaînés de 2012;593;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);mai-17;M$ enchaînés de 2012;572.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);juin-17;M$ enchaînés de 2012;634.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);juil-17;M$ enchaînés de 2012;558.4;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);août-17;M$ enchaînés de 2012;461;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);sept-17;M$ enchaînés de 2012;542.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);oct-17;M$ enchaînés de 2012;544.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);nov-17;M$ enchaînés de 2012;554.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);déc-17;M$ enchaînés de 2012;588.1;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);janv-18;M$ enchaînés de 2012;583.7;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);févr-18;M$ enchaînés de 2012;572.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);mars-18;M$ enchaînés de 2012;552.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);avr-18;M$ enchaînés de 2012;615.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);mai-18;M$ enchaînés de 2012;599.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);juin-18;M$ enchaînés de 2012;630.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);juil-18;M$ enchaînés de 2012;664;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);août-18;M$ enchaînés de 2012;705;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);sept-18;M$ enchaînés de 2012;658.5;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);oct-18;M$ enchaînés de 2012;587.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);nov-18;M$ enchaînés de 2012;584.3;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);déc-18;M$ enchaînés de 2012;593.8;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);janv-19;M$ enchaînés de 2012;576.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);févr-19;M$ enchaînés de 2012;686.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);mars-19;M$ enchaînés de 2012;664.9;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);avr-19;M$ enchaînés de 2012;696.6;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);mai-19;M$ enchaînés de 2012;643.2;
Produit intérieur brut réel aux prix de base. désaisonnalisé ;....Fabrication de vêtements. de produits en cuir et de produits analogues (315-316);juin-19;M$ enchaînés de 2012;601;
